task_type,selection_role,condition,run_id,source_dataset,model_name,retain_mechanism,reinforcement_repeats,sample_count,timestamp,source_persona_a,source_persona_b
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T212306Z_110cc3c4,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T21:23:06.626172+00:00,ESFJ,ENFP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T214639Z_8ecbb3fa,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T21:48:38.412365+00:00,ESFJ,ISTJ
mbti_mcq,A_only,A_only,persona_20260410T051043Z_3d4c022f,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:12:04.485787+00:00,ESFJ,ESFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T215031Z_b9934ddf,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T21:51:59.741453+00:00,ESFJ,ISTJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T215355Z_fc382383,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T21:53:56.002147+00:00,ESFJ,ISTJ
mbti_mcq,B_only,B_only,persona_20260410T050103Z_0ed2bd48,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:02:28.782753+00:00,ISTJ,ISTJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T215420Z_af5c2687,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T21:54:20.244982+00:00,ESFJ,ISTJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T214844Z_b2b1339c,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T21:49:20.705287+00:00,ESFJ,ISTJ
machine_mindset,A_only,A_only,persona_20260410T051210Z_cdf09840,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:12:42.175434+00:00,ESFJ,ESFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T215206Z_84c9154d,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T21:52:43.476561+00:00,ESFJ,ISTJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T215402Z_e00fac2b,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T21:54:02.994156+00:00,ESFJ,ISTJ
machine_mindset,B_only,B_only,persona_20260410T050234Z_47226dc7,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:03:04.042793+00:00,ISTJ,ISTJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T215427Z_12f2db0f,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T21:54:27.288861+00:00,ESFJ,ISTJ
ifeval,A_history_to_B,A_history_to_B,persona_20260411T214931Z_eafd6798,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T21:50:24.380408+00:00,ESFJ,ISTJ
ifeval,A_only,A_only,persona_20260410T051251Z_6eb4f53d,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:13:39.712586+00:00,ESFJ,ESFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T215253Z_a13c6ab4,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T21:53:48.454681+00:00,ESFJ,ISTJ
ifeval,B_history_to_B,B_history_to_B,persona_20260411T215413Z_fe7dc8ba,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T21:54:13.175051+00:00,ESFJ,ISTJ
ifeval,B_only,B_only,persona_20260410T050313Z_b64dd819,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:04:05.861033+00:00,ISTJ,ISTJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T215437Z_9e6ab558,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T21:54:37.396985+00:00,ESFJ,ISTJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T221155Z_8fe6a613,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T22:13:30.405361+00:00,ESFJ,INTP
mbti_mcq,A_only,A_only,persona_20260410T051043Z_3d4c022f,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:12:04.485787+00:00,ESFJ,ESFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T221519Z_a265c71f,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T22:16:41.940456+00:00,ESFJ,INTP
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T221831Z_b614d460,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T22:18:31.369021+00:00,ESFJ,INTP
mbti_mcq,B_only,B_only,persona_20260410T050412Z_0a39d9a6,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:05:32.960569+00:00,INTP,INTP
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T221855Z_c82b0510,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T22:18:55.597578+00:00,ESFJ,INTP
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T221337Z_74c91368,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T22:14:15.192919+00:00,ESFJ,INTP
machine_mindset,A_only,A_only,persona_20260410T051210Z_cdf09840,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:12:42.175434+00:00,ESFJ,ESFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T221648Z_a606ca6b,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T22:17:26.660106+00:00,ESFJ,INTP
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T221838Z_3519837d,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T22:18:38.375103+00:00,ESFJ,INTP
machine_mindset,B_only,B_only,persona_20260410T050539Z_73844c72,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:06:14.037984+00:00,INTP,INTP
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T221902Z_7564c792,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T22:19:02.652977+00:00,ESFJ,INTP
ifeval,A_history_to_B,A_history_to_B,persona_20260411T221425Z_0ac61ebc,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T22:15:12.276587+00:00,ESFJ,INTP
ifeval,A_only,A_only,persona_20260410T051251Z_6eb4f53d,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:13:39.712586+00:00,ESFJ,ESFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T221736Z_dc8c3bea,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T22:18:24.583037+00:00,ESFJ,INTP
ifeval,B_history_to_B,B_history_to_B,persona_20260411T221848Z_48d4fb57,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T22:18:48.465731+00:00,ESFJ,INTP
ifeval,B_only,B_only,persona_20260410T050624Z_698e5a3c,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:07:19.417049+00:00,INTP,INTP
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T221912Z_42c36b08,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T22:19:12.792968+00:00,ESFJ,INTP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T222712Z_b926f55c,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T22:28:50.207867+00:00,ESFJ,INFP
mbti_mcq,A_only,A_only,persona_20260410T051043Z_3d4c022f,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:12:04.485787+00:00,ESFJ,ESFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T223041Z_72a05a1e,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T22:32:41.766987+00:00,ESFJ,INFP
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T223508Z_2726c3ec,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T22:35:09.039333+00:00,ESFJ,INFP
mbti_mcq,B_only,B_only,persona_20260410T050727Z_d086dcc8,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:08:53.705495+00:00,INFP,INFP
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T223533Z_c7bc0fc2,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T22:35:33.311768+00:00,ESFJ,INFP
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T222857Z_519cad72,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T22:29:35.113372+00:00,ESFJ,INFP
machine_mindset,A_only,A_only,persona_20260410T051210Z_cdf09840,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:12:42.175434+00:00,ESFJ,ESFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T223248Z_fcefa6d2,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T22:33:42.700238+00:00,ESFJ,INFP
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T223516Z_23a53014,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T22:35:16.050577+00:00,ESFJ,INFP
machine_mindset,B_only,B_only,persona_20260410T050859Z_78b21075,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:09:34.450904+00:00,INFP,INFP
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T223540Z_8a3bc144,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T22:35:40.244308+00:00,ESFJ,INFP
ifeval,A_history_to_B,A_history_to_B,persona_20260411T222945Z_2cd3a250,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T22:30:33.521679+00:00,ESFJ,INFP
ifeval,A_only,A_only,persona_20260410T051251Z_6eb4f53d,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:13:39.712586+00:00,ESFJ,ESFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T223353Z_8676fbd0,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T22:35:01.900490+00:00,ESFJ,INFP
ifeval,B_history_to_B,B_history_to_B,persona_20260411T223526Z_8ac99af1,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T22:35:26.160654+00:00,ESFJ,INFP
ifeval,B_only,B_only,persona_20260410T050944Z_608ec481,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:10:36.423301+00:00,INFP,INFP
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T223550Z_6a6f95a8,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T22:35:50.360947+00:00,ESFJ,INFP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T002046Z_7280b25e,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T00:22:30.930618+00:00,ESFJ,ESTJ
mbti_mcq,A_only,A_only,persona_20260410T051043Z_3d4c022f,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:12:04.485787+00:00,ESFJ,ESFJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T002422Z_3a4b1b3a,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T00:26:34.058472+00:00,ESFJ,ESTJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T002841Z_0a1be02e,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T00:28:41.446056+00:00,ESFJ,ESTJ
mbti_mcq,B_only,B_only,persona_20260410T051345Z_9e67313c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:15:11.505667+00:00,ESTJ,ESTJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T002903Z_d64f2be6,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T00:29:03.920466+00:00,ESFJ,ESTJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T002237Z_c0d9a753,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T00:23:16.002137+00:00,ESFJ,ESTJ
machine_mindset,A_only,A_only,persona_20260410T051210Z_cdf09840,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:12:42.175434+00:00,ESFJ,ESFJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T002640Z_92218332,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T00:27:23.194298+00:00,ESFJ,ESTJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T002847Z_fbdd0f67,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T00:28:47.647873+00:00,ESFJ,ESTJ
machine_mindset,B_only,B_only,persona_20260410T051517Z_b9a2d058,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:15:52.831863+00:00,ESTJ,ESTJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T002910Z_e324c755,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T00:29:10.045627+00:00,ESFJ,ESTJ
ifeval,A_history_to_B,A_history_to_B,persona_20260411T002325Z_e8cb28b0,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T00:24:15.676568+00:00,ESFJ,ESTJ
ifeval,A_only,A_only,persona_20260410T051251Z_6eb4f53d,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:13:39.712586+00:00,ESFJ,ESFJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T002732Z_bc8326e0,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T00:28:34.905751+00:00,ESFJ,ESTJ
ifeval,B_history_to_B,B_history_to_B,persona_20260411T002857Z_d7e4dd49,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T00:28:57.297443+00:00,ESFJ,ESTJ
ifeval,B_only,B_only,persona_20260410T051602Z_73ae58d0,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:16:56.609372+00:00,ESTJ,ESTJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T002919Z_f988a29f,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T00:29:19.531897+00:00,ESFJ,ESTJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T054128Z_8ac8b3bd,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T05:43:48.482422+00:00,ESTJ,INTJ
mbti_mcq,A_only,A_only,persona_20260410T051345Z_9e67313c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:15:11.505667+00:00,ESTJ,ESTJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T054628Z_02e017f1,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T05:48:09.016529+00:00,ESTJ,INTJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T055002Z_60147e6a,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T05:50:02.518804+00:00,ESTJ,INTJ
mbti_mcq,B_only,B_only,persona_20260410T042215Z_12ed668c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:24:35.135436+00:00,INTJ,INTJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T055036Z_c1d7cfd1,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T05:50:36.856401+00:00,ESTJ,INTJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T054358Z_3869dce2,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T05:45:02.832133+00:00,ESTJ,INTJ
machine_mindset,A_only,A_only,persona_20260410T051517Z_b9a2d058,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:15:52.831863+00:00,ESTJ,ESTJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T054818Z_cf0c48c7,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T05:48:48.826272+00:00,ESTJ,INTJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T055012Z_7a55ed13,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T05:50:12.719874+00:00,ESTJ,INTJ
machine_mindset,B_only,B_only,persona_20260410T042443Z_edc279e8,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:25:23.370622+00:00,INTJ,INTJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T055046Z_c6c8c13d,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T05:50:46.646067+00:00,ESTJ,INTJ
ifeval,A_history_to_B,A_history_to_B,persona_20260411T054517Z_ae64c21d,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T05:46:17.606603+00:00,ESTJ,INTJ
ifeval,A_only,A_only,persona_20260410T051602Z_73ae58d0,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:16:56.609372+00:00,ESTJ,ESTJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T054903Z_3b056ab0,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T05:49:50.040363+00:00,ESTJ,INTJ
ifeval,B_history_to_B,B_history_to_B,persona_20260411T055026Z_6e89c229,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T05:50:26.712227+00:00,ESTJ,INTJ
ifeval,B_only,B_only,persona_20260410T042535Z_228ccd72,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:26:28.617445+00:00,INTJ,INTJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T055100Z_47cb452f,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T05:51:01.046147+00:00,ESTJ,INTJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T080246Z_36c52ade,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T08:04:09.913963+00:00,ESTJ,ESFP
mbti_mcq,A_only,A_only,persona_20260410T051345Z_9e67313c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:15:11.505667+00:00,ESTJ,ESTJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T080551Z_abde98bb,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T08:07:18.715562+00:00,ESTJ,ESFP
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T080925Z_bd77c499,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T08:09:26.004165+00:00,ESTJ,ESFP
mbti_mcq,B_only,B_only,persona_20260410T042636Z_7caa0052,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:28:11.433417+00:00,ESFP,ESFP
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T080950Z_dd670b9b,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T08:09:50.430420+00:00,ESTJ,ESFP
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T080417Z_a89fbe7a,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T08:04:47.531438+00:00,ESTJ,ESFP
machine_mindset,A_only,A_only,persona_20260410T051517Z_b9a2d058,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:15:52.831863+00:00,ESTJ,ESTJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T080725Z_6df57420,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T08:07:55.456714+00:00,ESTJ,ESFP
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T080932Z_7bab1d49,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T08:09:32.932196+00:00,ESTJ,ESFP
machine_mindset,B_only,B_only,persona_20260410T042819Z_67143182,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:28:53.896364+00:00,ESFP,ESFP
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T080957Z_8387f32f,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T08:09:57.348006+00:00,ESTJ,ESFP
ifeval,A_history_to_B,A_history_to_B,persona_20260411T080458Z_58348d3a,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T08:05:44.711402+00:00,ESTJ,ESFP
ifeval,A_only,A_only,persona_20260410T051602Z_73ae58d0,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:16:56.609372+00:00,ESTJ,ESTJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T080806Z_b8fdd8cf,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T08:09:18.555827+00:00,ESTJ,ESFP
ifeval,B_history_to_B,B_history_to_B,persona_20260411T080943Z_c5182424,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T08:09:43.162969+00:00,ESTJ,ESFP
ifeval,B_only,B_only,persona_20260410T042905Z_79a9b22e,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:30:03.566471+00:00,ESFP,ESFP
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T081008Z_3f88df4e,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T08:10:08.563674+00:00,ESTJ,ESFP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T094657Z_3266d306,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T09:49:48.870573+00:00,ESTJ,INFJ
mbti_mcq,A_only,A_only,persona_20260410T051345Z_9e67313c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:15:11.505667+00:00,ESTJ,ESTJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T095228Z_79f58191,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T09:54:39.790928+00:00,ESTJ,INFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T095654Z_b8df32bf,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T09:56:54.862428+00:00,ESTJ,INFJ
mbti_mcq,B_only,B_only,persona_20260410T043011Z_e8339941,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:32:05.635446+00:00,INFJ,INFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T095719Z_7871886a,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T09:57:19.190244+00:00,ESTJ,INFJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T094955Z_41aa5f3e,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T09:50:53.054732+00:00,ESTJ,INFJ
machine_mindset,A_only,A_only,persona_20260410T051517Z_b9a2d058,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:15:52.831863+00:00,ESTJ,ESTJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T095446Z_9f0e725f,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T09:55:48.514705+00:00,ESTJ,INFJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T095701Z_9cf9841c,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T09:57:01.940028+00:00,ESTJ,INFJ
machine_mindset,B_only,B_only,persona_20260410T043213Z_524f66a9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:32:53.235070+00:00,INFJ,INFJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T095726Z_ad950010,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T09:57:26.295178+00:00,ESTJ,INFJ
ifeval,A_history_to_B,A_history_to_B,persona_20260411T095103Z_7af0ef58,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T09:52:20.648842+00:00,ESTJ,INFJ
ifeval,A_only,A_only,persona_20260410T051602Z_73ae58d0,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:16:56.609372+00:00,ESTJ,ESTJ
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T095559Z_08731d4f,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T09:56:47.537456+00:00,ESTJ,INFJ
ifeval,B_history_to_B,B_history_to_B,persona_20260411T095712Z_3a47dc48,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T09:57:12.102488+00:00,ESTJ,INFJ
ifeval,B_only,B_only,persona_20260410T043304Z_111c8cee,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:34:07.007677+00:00,INFJ,INFJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T095736Z_785dcd9a,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T09:57:36.301541+00:00,ESTJ,INFJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T114358Z_9f9884e3,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T11:46:02.608184+00:00,ESTJ,ENFJ
mbti_mcq,A_only,A_only,persona_20260410T051345Z_9e67313c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:15:11.505667+00:00,ESTJ,ESTJ
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T114804Z_7bc87db0,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T11:49:54.273413+00:00,ESTJ,ENFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T115218Z_c340244d,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T11:52:18.363312+00:00,ESTJ,ENFJ
mbti_mcq,B_only,B_only,persona_20260410T043414Z_08d8a31e,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:36:12.905267+00:00,ENFJ,ENFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T115245Z_ff99120e,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T11:52:45.630091+00:00,ESTJ,ENFJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T114609Z_79ffec6d,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T11:46:48.538069+00:00,ESTJ,ENFJ
machine_mindset,A_only,A_only,persona_20260410T051517Z_b9a2d058,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:15:52.831863+00:00,ESTJ,ESTJ
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T115001Z_f8a47f46,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T11:50:54.554228+00:00,ESTJ,ENFJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T115226Z_95e3e94e,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T11:52:26.427756+00:00,ESTJ,ENFJ
machine_mindset,B_only,B_only,persona_20260410T043619Z_44dd0d64,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:36:57.238756+00:00,ENFJ,ENFJ
