persona_a,persona_b,pair_id,task_type,retain_mechanism,switch_condition,matched_control_condition,n_common_samples,primary_metric_name,primary_switch_value,primary_control_value,primary_gap_abs,scs_metric_name,scs_value,rai_metric_name,rai_value,switch_reaches_target_b,final_type_switch,target_persona_b
INTP,ISFJ,INTP_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.5251,rai_lexical_gap,-0.065,,,
INTP,ENTJ,INTP_to_ENTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.2043,True,ENTJ,ENTJ
INTP,ENTJ,INTP_to_ENTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.8495,rai_item_agreement_gap,-0.2366,True,ENTJ,ENTJ
INTP,ENTJ,INTP_to_ENTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7218,0.7413,0.0195,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0306,,,
INTP,ENTJ,INTP_to_ENTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.695,0.6829,0.0121,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0278,,,
INTP,ENTJ,INTP_to_ENTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6,0.0667,scs_lexical_similarity_to_matched_b_control,0.5163,rai_lexical_gap,-0.0644,,,
INTP,ENTJ,INTP_to_ENTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7333,0.0666,scs_lexical_similarity_to_matched_b_control,0.5355,rai_lexical_gap,-0.0682,,,
INTP,ENTP,INTP_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.2151,True,ENTP,ENTP
INTP,ENTP,INTP_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9677,rai_item_agreement_gap,-0.3118,True,ENTP,ENTP
INTP,ENTP,INTP_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7309,0.7165,0.0144,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0357,,,
INTP,ENTP,INTP_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6958,0.7022,0.0064,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0263,,,
INTP,ENTP,INTP_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6,0.0,scs_lexical_similarity_to_matched_b_control,0.4907,rai_lexical_gap,-0.0476,,,
INTP,ENTP,INTP_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.4938,rai_lexical_gap,-0.0789,,,
INTP,ESTP,INTP_to_ESTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.3548,False,ENTP,ESTP
INTP,ESTP,INTP_to_ESTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.4086,True,ESTP,ESTP
INTP,ESTP,INTP_to_ESTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6605,0.6872,0.0267,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0128,,,
INTP,ESTP,INTP_to_ESTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.656,0.6395,0.0165,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0231,,,
INTP,ESTP,INTP_to_ESTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.5058,rai_lexical_gap,-0.058,,,
INTP,ESTP,INTP_to_ESTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4571,rai_lexical_gap,-0.0124,,,
INTP,ISTP,INTP_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.1828,False,ISTX,ISTP
INTP,ISTP,INTP_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.2043,True,ISTP,ISTP
INTP,ISTP,INTP_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6992,0.6857,0.0135,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,0.0095,,,
INTP,ISTP,INTP_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6886,0.6581,0.0305,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,0.0036,,,
INTP,ISTP,INTP_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.5001,rai_lexical_gap,-0.0378,,,
INTP,ISTP,INTP_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7667,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.5226,rai_lexical_gap,-0.0621,,,
INTP,ISFP,INTP_to_ISFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7312,rai_item_agreement_gap,0.0645,False,INTP,ISFP
INTP,ISFP,INTP_to_ISFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.2473,False,INFP,ISFP
INTP,ISFP,INTP_to_ISFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7194,0.746,0.0266,scs_predicted_agreement_with_matched_b_control,0.1333,mean_rai_margin_a_minus_target,0.0008,,,
INTP,ISFP,INTP_to_ISFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7321,0.7373,0.0052,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0364,,,
INTP,ISFP,INTP_to_ISFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.5439,rai_lexical_gap,-0.0781,,,
INTP,ISFP,INTP_to_ISFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.5129,rai_lexical_gap,-0.0906,,,
INTP,ENFP,INTP_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.2796,True,ENFP,ENFP
INTP,ENFP,INTP_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.4409,True,ENFP,ENFP
INTP,ENFP,INTP_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7057,0.6953,0.0104,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0452,,,
INTP,ENFP,INTP_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7076,0.6762,0.0314,scs_predicted_agreement_with_matched_b_control,0.1333,mean_rai_margin_a_minus_target,-0.0557,,,
INTP,ENFP,INTP_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.5298,rai_lexical_gap,-0.0939,,,
INTP,ENFP,INTP_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7333,0.1,scs_lexical_similarity_to_matched_b_control,0.4374,rai_lexical_gap,-0.0285,,,
INTP,ISTJ,INTP_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9785,rai_item_agreement_gap,-0.3978,True,ISTJ,ISTJ
INTP,ISTJ,INTP_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9892,rai_item_agreement_gap,-0.4409,True,ISTJ,ISTJ
INTP,ISTJ,INTP_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.751,0.7932,0.0422,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0281,,,
INTP,ISTJ,INTP_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7561,0.7541,0.002,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0308,,,
INTP,ISTJ,INTP_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.5524,rai_lexical_gap,-0.0836,,,
INTP,ISTJ,INTP_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.5008,rai_lexical_gap,-0.0338,,,
INTP,INFP,INTP_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.7957,rai_item_agreement_gap,0.0108,False,INFJ,INFP
INTP,INFP,INTP_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.1183,True,INFP,INFP
INTP,INFP,INTP_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7497,0.743,0.0067,scs_predicted_agreement_with_matched_b_control,0.2,mean_rai_margin_a_minus_target,-0.0009,,,
INTP,INFP,INTP_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7315,0.7241,0.0074,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0331,,,
INTP,INFP,INTP_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.5667,0.6667,0.1,scs_lexical_similarity_to_matched_b_control,0.4922,rai_lexical_gap,-0.0508,,,
INTP,INFP,INTP_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.5206,rai_lexical_gap,-0.106,,,
INTP,ESFJ,INTP_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.7849,rai_item_agreement_gap,-0.3011,False,ESXJ,ESFJ
INTP,ESFJ,INTP_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.6559,True,ESFJ,ESFJ
INTP,ESFJ,INTP_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7226,0.7263,0.0037,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0174,,,
INTP,ESFJ,INTP_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7205,0.701,0.0195,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.0417,,,
INTP,ESFJ,INTP_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.5667,0.0666,scs_lexical_similarity_to_matched_b_control,0.4399,rai_lexical_gap,0.0166,,,
INTP,ESFJ,INTP_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.4675,rai_lexical_gap,-0.0396,,,
INTP,ESTJ,INTP_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.3763,True,ESTJ,ESTJ
INTP,ESTJ,INTP_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.5054,True,ESTJ,ESTJ
INTP,ESTJ,INTP_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7474,0.7676,0.0202,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0199,,,
INTP,ESTJ,INTP_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7355,0.7417,0.0062,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0416,,,
INTP,ESTJ,INTP_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.5064,rai_lexical_gap,-0.0602,,,
INTP,ESTJ,INTP_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7667,0.1,scs_lexical_similarity_to_matched_b_control,0.4879,rai_lexical_gap,-0.0319,,,
INFP,INTJ,INFP_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.4946,rai_item_agreement_gap,0.4731,False,INFP,INTJ
INFP,INTJ,INFP_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.828,rai_item_agreement_gap,-0.2043,True,INTJ,INTJ
INFP,INTJ,INFP_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6938,0.7631,0.0693,scs_predicted_agreement_with_matched_b_control,0.0667,mean_rai_margin_a_minus_target,0.0395,,,
INFP,INTJ,INFP_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7455,0.7487,0.0032,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0893,,,
INFP,INTJ,INFP_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.4857,rai_lexical_gap,-0.01,,,
INFP,INTJ,INFP_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.4537,rai_lexical_gap,-0.038,,,
INFP,ESFP,INFP_to_ESFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7204,rai_item_agreement_gap,0.172,False,INFP,ESFP
INFP,ESFP,INFP_to_ESFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.2796,False,ENFP,ESFP
INFP,ESFP,INFP_to_ESFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6948,0.663,0.0318,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,0.0392,,,
INFP,ESFP,INFP_to_ESFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6507,0.6405,0.0102,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0199,,,
INFP,ESFP,INFP_to_ESFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4593,rai_lexical_gap,0.0182,,,
INFP,ESFP,INFP_to_ESFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4493,rai_lexical_gap,-0.04,,,
INFP,INFJ,INFP_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.8065,rai_item_agreement_gap,0.1505,False,INFP,INFJ
INFP,INFJ,INFP_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.0323,True,INFJ,INFJ
INFP,INFJ,INFP_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7266,0.7556,0.029,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,0.008,,,
INFP,INFJ,INFP_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.766,0.76,0.006,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0146,,,
INFP,INFJ,INFP_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.5005,rai_lexical_gap,-0.0258,,,
INFP,INFJ,INFP_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4556,rai_lexical_gap,0.0109,,,
INFP,ENFJ,INFP_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.6022,rai_item_agreement_gap,0.3011,False,INFP,ENFJ
INFP,ENFJ,INFP_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.3011,True,ENFJ,ENFJ
INFP,ENFJ,INFP_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7165,0.771,0.0545,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,0.0215,,,
INFP,ENFJ,INFP_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.76,0.7657,0.0057,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0697,,,
INFP,ENFJ,INFP_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.475,rai_lexical_gap,-0.0418,,,
INFP,ENFJ,INFP_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.5054,rai_lexical_gap,-0.039,,,
INFP,ISFJ,INFP_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.5376,rai_item_agreement_gap,0.4194,False,INFP,ISFJ
INFP,ISFJ,INFP_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.2473,True,ISFJ,ISFJ
INFP,ISFJ,INFP_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.716,0.7683,0.0523,scs_predicted_agreement_with_matched_b_control,0.0667,mean_rai_margin_a_minus_target,0.0343,,,
INFP,ISFJ,INFP_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7477,0.7472,0.0005,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0571,,,
INFP,ISFJ,INFP_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.5667,0.0666,scs_lexical_similarity_to_matched_b_control,0.5152,rai_lexical_gap,-0.0574,,,
INFP,ISFJ,INFP_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6,0.6667,0.0667,scs_lexical_similarity_to_matched_b_control,0.5303,rai_lexical_gap,-0.0711,,,
INFP,ENTJ,INFP_to_ENTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.25,0.75,0.5,scs_item_agreement_with_matched_b_control,0.2473,rai_item_agreement_gap,0.6774,False,INFP,ENTJ
INFP,ENTJ,INFP_to_ENTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.8065,rai_item_agreement_gap,-0.4301,True,ENTJ,ENTJ
INFP,ENTJ,INFP_to_ENTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6951,0.7413,0.0462,scs_predicted_agreement_with_matched_b_control,0.1333,mean_rai_margin_a_minus_target,-0.0162,,,
INFP,ENTJ,INFP_to_ENTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.682,0.6829,0.0009,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.0755,,,
INFP,ENTJ,INFP_to_ENTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.494,rai_lexical_gap,-0.0259,,,
INFP,ENTJ,INFP_to_ENTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7333,0.0666,scs_lexical_similarity_to_matched_b_control,0.5,rai_lexical_gap,-0.0293,,,
INFP,ENTP,INFP_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.5591,rai_item_agreement_gap,0.3871,False,INFP,ENTP
INFP,ENTP,INFP_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.4194,True,ENTP,ENTP
INFP,ENTP,INFP_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.713,0.7165,0.0035,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0464,,,
INFP,ENTP,INFP_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7147,0.7022,0.0125,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.073,,,
INFP,ENTP,INFP_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.7,0.6,0.1,scs_lexical_similarity_to_matched_b_control,0.4976,rai_lexical_gap,-0.0551,,,
INFP,ENTP,INFP_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.4513,rai_lexical_gap,-0.0297,,,
INFP,ESTP,INFP_to_ESTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.25,0.75,0.5,scs_item_agreement_with_matched_b_control,0.3978,rai_item_agreement_gap,0.5269,False,INFP,ESTP
INFP,ESTP,INFP_to_ESTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.5376,False,ENTP,ESTP
INFP,ESTP,INFP_to_ESTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6519,0.6872,0.0353,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,-0.0128,,,
INFP,ESTP,INFP_to_ESTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6516,0.6395,0.0121,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.038,,,
INFP,ESTP,INFP_to_ESTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4856,rai_lexical_gap,-0.0326,,,
INFP,ESTP,INFP_to_ESTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7667,0.0667,scs_lexical_similarity_to_matched_b_control,0.4726,rai_lexical_gap,-0.0646,,,
INFP,ISTP,INFP_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.4624,rai_item_agreement_gap,0.4624,False,INFP,ISTP
INFP,ISTP,INFP_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8387,rai_item_agreement_gap,-0.3333,True,ISTP,ISTP
INFP,ISTP,INFP_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.707,0.6857,0.0213,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,0.0077,,,
INFP,ISTP,INFP_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7007,0.6581,0.0426,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,-0.0646,,,
INFP,ISTP,INFP_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.4773,rai_lexical_gap,-0.0438,,,
